Consumption (kWh), Start, End
0.810000, 2025-02-07T13:00:00+00:00, 2025-02-07T13:30:00+00:00
0.280000, 2025-02-07T13:30:00+00:00, 2025-02-07T14:00:00+00:00
0.223000, 2025-02-07T14:00:00+00:00, 2025-02-07T14:30:00+00:00
0.336000, 2025-02-07T14:30:00+00:00, 2025-02-07T15:00:00+00:00
0.349000, 2025-02-07T15:00:00+00:00, 2025-02-07T15:30:00+00:00
0.580000, 2025-02-07T15:30:00+00:00, 2025-02-07T16:00:00+00:00
1.054000, 2025-02-07T16:00:00+00:00, 2025-02-07T16:30:00+00:00
1.444000, 2025-02-07T16:30:00+00:00, 2025-02-07T17:00:00+00:00
1.873000, 2025-02-07T17:00:00+00:00, 2025-02-07T17:30:00+00:00
2.098000, 2025-02-07T17:30:00+00:00, 2025-02-07T18:00:00+00:00
1.574000, 2025-02-07T18:00:00+00:00, 2025-02-07T18:30:00+00:00
1.440000, 2025-02-07T18:30:00+00:00, 2025-02-07T19:00:00+00:00
1.189000, 2025-02-07T19:00:00+00:00, 2025-02-07T19:30:00+00:00
0.505000, 2025-02-07T19:30:00+00:00, 2025-02-07T20:00:00+00:00
0.357000, 2025-02-07T20:00:00+00:00, 2025-02-07T20:30:00+00:00
0.378000, 2025-02-07T20:30:00+00:00, 2025-02-07T21:00:00+00:00
0.237000, 2025-02-07T21:00:00+00:00, 2025-02-07T21:30:00+00:00
0.245000, 2025-02-07T21:30:00+00:00, 2025-02-07T22:00:00+00:00
0.200000, 2025-02-07T22:00:00+00:00, 2025-02-07T22:30:00+00:00
0.221000, 2025-02-07T22:30:00+00:00, 2025-02-07T23:00:00+00:00
0.149000, 2025-02-07T23:00:00+00:00, 2025-02-07T23:30:00+00:00
0.073000, 2025-02-07T23:30:00+00:00, 2025-02-08T00:00:00+00:00
0.058000, 2025-02-08T00:00:00+00:00, 2025-02-08T00:30:00+00:00
0.069000, 2025-02-08T00:30:00+00:00, 2025-02-08T01:00:00+00:00
0.180000, 2025-02-08T01:00:00+00:00, 2025-02-08T01:30:00+00:00
0.056000, 2025-02-08T01:30:00+00:00, 2025-02-08T02:00:00+00:00
0.070000, 2025-02-08T02:00:00+00:00, 2025-02-08T02:30:00+00:00
0.056000, 2025-02-08T02:30:00+00:00, 2025-02-08T03:00:00+00:00
0.178000, 2025-02-08T03:00:00+00:00, 2025-02-08T03:30:00+00:00
0.063000, 2025-02-08T03:30:00+00:00, 2025-02-08T04:00:00+00:00
0.072000, 2025-02-08T04:00:00+00:00, 2025-02-08T04:30:00+00:00
0.096000, 2025-02-08T04:30:00+00:00, 2025-02-08T05:00:00+00:00
0.168000, 2025-02-08T05:00:00+00:00, 2025-02-08T05:30:00+00:00
0.068000, 2025-02-08T05:30:00+00:00, 2025-02-08T06:00:00+00:00
0.061000, 2025-02-08T06:00:00+00:00, 2025-02-08T06:30:00+00:00
0.107000, 2025-02-08T06:30:00+00:00, 2025-02-08T07:00:00+00:00
0.216000, 2025-02-08T07:00:00+00:00, 2025-02-08T07:30:00+00:00
0.131000, 2025-02-08T07:30:00+00:00, 2025-02-08T08:00:00+00:00
0.118000, 2025-02-08T08:00:00+00:00, 2025-02-08T08:30:00+00:00
0.368000, 2025-02-08T08:30:00+00:00, 2025-02-08T09:00:00+00:00
0.249000, 2025-02-08T09:00:00+00:00, 2025-02-08T09:30:00+00:00
0.099000, 2025-02-08T09:30:00+00:00, 2025-02-08T10:00:00+00:00
0.130000, 2025-02-08T10:00:00+00:00, 2025-02-08T10:30:00+00:00
0.159000, 2025-02-08T10:30:00+00:00, 2025-02-08T11:00:00+00:00
0.260000, 2025-02-08T11:00:00+00:00, 2025-02-08T11:30:00+00:00
0.102000, 2025-02-08T11:30:00+00:00, 2025-02-08T12:00:00+00:00
0.259000, 2025-02-08T12:00:00+00:00, 2025-02-08T12:30:00+00:00
0.405000, 2025-02-08T12:30:00+00:00, 2025-02-08T13:00:00+00:00
0.202000, 2025-02-08T13:00:00+00:00, 2025-02-08T13:30:00+00:00
0.207000, 2025-02-08T13:30:00+00:00, 2025-02-08T14:00:00+00:00
0.196000, 2025-02-08T14:00:00+00:00, 2025-02-08T14:30:00+00:00
0.175000, 2025-02-08T14:30:00+00:00, 2025-02-08T15:00:00+00:00
0.201000, 2025-02-08T15:00:00+00:00, 2025-02-08T15:30:00+00:00
0.187000, 2025-02-08T15:30:00+00:00, 2025-02-08T16:00:00+00:00
0.263000, 2025-02-08T16:00:00+00:00, 2025-02-08T16:30:00+00:00
0.313000, 2025-02-08T16:30:00+00:00, 2025-02-08T17:00:00+00:00
0.319000, 2025-02-08T17:00:00+00:00, 2025-02-08T17:30:00+00:00
0.299000, 2025-02-08T17:30:00+00:00, 2025-02-08T18:00:00+00:00
0.239000, 2025-02-08T18:00:00+00:00, 2025-02-08T18:30:00+00:00
0.662000, 2025-02-08T18:30:00+00:00, 2025-02-08T19:00:00+00:00
0.913000, 2025-02-08T19:00:00+00:00, 2025-02-08T19:30:00+00:00
0.198000, 2025-02-08T19:30:00+00:00, 2025-02-08T20:00:00+00:00
0.191000, 2025-02-08T20:00:00+00:00, 2025-02-08T20:30:00+00:00
0.244000, 2025-02-08T20:30:00+00:00, 2025-02-08T21:00:00+00:00
0.338000, 2025-02-08T21:00:00+00:00, 2025-02-08T21:30:00+00:00
0.393000, 2025-02-08T21:30:00+00:00, 2025-02-08T22:00:00+00:00
0.321000, 2025-02-08T22:00:00+00:00, 2025-02-08T22:30:00+00:00
0.290000, 2025-02-08T22:30:00+00:00, 2025-02-08T23:00:00+00:00
0.089000, 2025-02-08T23:00:00+00:00, 2025-02-08T23:30:00+00:00
0.196000, 2025-02-08T23:30:00+00:00, 2025-02-09T00:00:00+00:00
0.183000, 2025-02-09T00:00:00+00:00, 2025-02-09T00:30:00+00:00
0.073000, 2025-02-09T00:30:00+00:00, 2025-02-09T01:00:00+00:00
0.181000, 2025-02-09T01:00:00+00:00, 2025-02-09T01:30:00+00:00
0.181000, 2025-02-09T01:30:00+00:00, 2025-02-09T02:00:00+00:00
0.143000, 2025-02-09T02:00:00+00:00, 2025-02-09T02:30:00+00:00
0.103000, 2025-02-09T02:30:00+00:00, 2025-02-09T03:00:00+00:00
0.188000, 2025-02-09T03:00:00+00:00, 2025-02-09T03:30:00+00:00
0.239000, 2025-02-09T03:30:00+00:00, 2025-02-09T04:00:00+00:00
0.148000, 2025-02-09T04:00:00+00:00, 2025-02-09T04:30:00+00:00
0.291000, 2025-02-09T04:30:00+00:00, 2025-02-09T05:00:00+00:00
0.272000, 2025-02-09T05:00:00+00:00, 2025-02-09T05:30:00+00:00
0.110000, 2025-02-09T05:30:00+00:00, 2025-02-09T06:00:00+00:00
0.158000, 2025-02-09T06:00:00+00:00, 2025-02-09T06:30:00+00:00
0.234000, 2025-02-09T06:30:00+00:00, 2025-02-09T07:00:00+00:00
0.314000, 2025-02-09T07:00:00+00:00, 2025-02-09T07:30:00+00:00
0.162000, 2025-02-09T07:30:00+00:00, 2025-02-09T08:00:00+00:00
0.191000, 2025-02-09T08:00:00+00:00, 2025-02-09T08:30:00+00:00
0.149000, 2025-02-09T08:30:00+00:00, 2025-02-09T09:00:00+00:00
0.357000, 2025-02-09T09:00:00+00:00, 2025-02-09T09:30:00+00:00
0.876000, 2025-02-09T09:30:00+00:00, 2025-02-09T10:00:00+00:00
0.646000, 2025-02-09T10:00:00+00:00, 2025-02-09T10:30:00+00:00
0.211000, 2025-02-09T10:30:00+00:00, 2025-02-09T11:00:00+00:00
0.243000, 2025-02-09T11:00:00+00:00, 2025-02-09T11:30:00+00:00
0.349000, 2025-02-09T11:30:00+00:00, 2025-02-09T12:00:00+00:00
1.032000, 2025-02-09T12:00:00+00:00, 2025-02-09T12:30:00+00:00
1.546000, 2025-02-09T12:30:00+00:00, 2025-02-09T13:00:00+00:00
2.632000, 2025-02-09T13:00:00+00:00, 2025-02-09T13:30:00+00:00
0.463000, 2025-02-09T13:30:00+00:00, 2025-02-09T14:00:00+00:00
0.602000, 2025-02-09T14:00:00+00:00, 2025-02-09T14:30:00+00:00
0.776000, 2025-02-09T14:30:00+00:00, 2025-02-09T15:00:00+00:00
0.425000, 2025-02-09T15:00:00+00:00, 2025-02-09T15:30:00+00:00
0.437000, 2025-02-09T15:30:00+00:00, 2025-02-09T16:00:00+00:00
0.509000, 2025-02-09T16:00:00+00:00, 2025-02-09T16:30:00+00:00
0.974000, 2025-02-09T16:30:00+00:00, 2025-02-09T17:00:00+00:00
0.878000, 2025-02-09T17:00:00+00:00, 2025-02-09T17:30:00+00:00
0.806000, 2025-02-09T17:30:00+00:00, 2025-02-09T18:00:00+00:00
0.817000, 2025-02-09T18:00:00+00:00, 2025-02-09T18:30:00+00:00
1.135000, 2025-02-09T18:30:00+00:00, 2025-02-09T19:00:00+00:00
1.241000, 2025-02-09T19:00:00+00:00, 2025-02-09T19:30:00+00:00
0.774000, 2025-02-09T19:30:00+00:00, 2025-02-09T20:00:00+00:00
0.380000, 2025-02-09T20:00:00+00:00, 2025-02-09T20:30:00+00:00
0.430000, 2025-02-09T20:30:00+00:00, 2025-02-09T21:00:00+00:00
0.295000, 2025-02-09T21:00:00+00:00, 2025-02-09T21:30:00+00:00
0.290000, 2025-02-09T21:30:00+00:00, 2025-02-09T22:00:00+00:00
0.585000, 2025-02-09T22:00:00+00:00, 2025-02-09T22:30:00+00:00
0.295000, 2025-02-09T22:30:00+00:00, 2025-02-09T23:00:00+00:00
0.115000, 2025-02-09T23:00:00+00:00, 2025-02-09T23:30:00+00:00
0.201000, 2025-02-09T23:30:00+00:00, 2025-02-10T00:00:00+00:00
0.189000, 2025-02-10T00:00:00+00:00, 2025-02-10T00:30:00+00:00
0.122000, 2025-02-10T00:30:00+00:00, 2025-02-10T01:00:00+00:00
0.197000, 2025-02-10T01:00:00+00:00, 2025-02-10T01:30:00+00:00
0.182000, 2025-02-10T01:30:00+00:00, 2025-02-10T02:00:00+00:00
0.105000, 2025-02-10T02:00:00+00:00, 2025-02-10T02:30:00+00:00
0.187000, 2025-02-10T02:30:00+00:00, 2025-02-10T03:00:00+00:00
0.190000, 2025-02-10T03:00:00+00:00, 2025-02-10T03:30:00+00:00
0.066000, 2025-02-10T03:30:00+00:00, 2025-02-10T04:00:00+00:00
0.178000, 2025-02-10T04:00:00+00:00, 2025-02-10T04:30:00+00:00
0.216000, 2025-02-10T04:30:00+00:00, 2025-02-10T05:00:00+00:00
0.124000, 2025-02-10T05:00:00+00:00, 2025-02-10T05:30:00+00:00
0.181000, 2025-02-10T05:30:00+00:00, 2025-02-10T06:00:00+00:00
0.188000, 2025-02-10T06:00:00+00:00, 2025-02-10T06:30:00+00:00
0.172000, 2025-02-10T06:30:00+00:00, 2025-02-10T07:00:00+00:00
0.500000, 2025-02-10T07:00:00+00:00, 2025-02-10T07:30:00+00:00
0.368000, 2025-02-10T07:30:00+00:00, 2025-02-10T08:00:00+00:00
0.710000, 2025-02-10T08:00:00+00:00, 2025-02-10T08:30:00+00:00
1.109000, 2025-02-10T08:30:00+00:00, 2025-02-10T09:00:00+00:00
1.297000, 2025-02-10T09:00:00+00:00, 2025-02-10T09:30:00+00:00
1.214000, 2025-02-10T09:30:00+00:00, 2025-02-10T10:00:00+00:00
1.076000, 2025-02-10T10:00:00+00:00, 2025-02-10T10:30:00+00:00
1.040000, 2025-02-10T10:30:00+00:00, 2025-02-10T11:00:00+00:00
0.719000, 2025-02-10T11:00:00+00:00, 2025-02-10T11:30:00+00:00
0.638000, 2025-02-10T11:30:00+00:00, 2025-02-10T12:00:00+00:00
0.404000, 2025-02-10T12:00:00+00:00, 2025-02-10T12:30:00+00:00
0.224000, 2025-02-10T12:30:00+00:00, 2025-02-10T13:00:00+00:00
0.952000, 2025-02-10T13:00:00+00:00, 2025-02-10T13:30:00+00:00
0.496000, 2025-02-10T13:30:00+00:00, 2025-02-10T14:00:00+00:00
0.330000, 2025-02-10T14:00:00+00:00, 2025-02-10T14:30:00+00:00
0.420000, 2025-02-10T14:30:00+00:00, 2025-02-10T15:00:00+00:00
0.269000, 2025-02-10T15:00:00+00:00, 2025-02-10T15:30:00+00:00
0.452000, 2025-02-10T15:30:00+00:00, 2025-02-10T16:00:00+00:00
0.428000, 2025-02-10T16:00:00+00:00, 2025-02-10T16:30:00+00:00
0.316000, 2025-02-10T16:30:00+00:00, 2025-02-10T17:00:00+00:00
0.493000, 2025-02-10T17:00:00+00:00, 2025-02-10T17:30:00+00:00
0.436000, 2025-02-10T17:30:00+00:00, 2025-02-10T18:00:00+00:00
0.578000, 2025-02-10T18:00:00+00:00, 2025-02-10T18:30:00+00:00
0.834000, 2025-02-10T18:30:00+00:00, 2025-02-10T19:00:00+00:00
0.575000, 2025-02-10T19:00:00+00:00, 2025-02-10T19:30:00+00:00
0.459000, 2025-02-10T19:30:00+00:00, 2025-02-10T20:00:00+00:00
0.969000, 2025-02-10T20:00:00+00:00, 2025-02-10T20:30:00+00:00
0.511000, 2025-02-10T20:30:00+00:00, 2025-02-10T21:00:00+00:00
0.694000, 2025-02-10T21:00:00+00:00, 2025-02-10T21:30:00+00:00
0.247000, 2025-02-10T21:30:00+00:00, 2025-02-10T22:00:00+00:00
0.252000, 2025-02-10T22:00:00+00:00, 2025-02-10T22:30:00+00:00
0.318000, 2025-02-10T22:30:00+00:00, 2025-02-10T23:00:00+00:00
0.095000, 2025-02-10T23:00:00+00:00, 2025-02-10T23:30:00+00:00
0.177000, 2025-02-10T23:30:00+00:00, 2025-02-11T00:00:00+00:00
0.200000, 2025-02-11T00:00:00+00:00, 2025-02-11T00:30:00+00:00
0.097000, 2025-02-11T00:30:00+00:00, 2025-02-11T01:00:00+00:00
0.153000, 2025-02-11T01:00:00+00:00, 2025-02-11T01:30:00+00:00
0.189000, 2025-02-11T01:30:00+00:00, 2025-02-11T02:00:00+00:00
0.159000, 2025-02-11T02:00:00+00:00, 2025-02-11T02:30:00+00:00
0.113000, 2025-02-11T02:30:00+00:00, 2025-02-11T03:00:00+00:00
0.222000, 2025-02-11T03:00:00+00:00, 2025-02-11T03:30:00+00:00
0.198000, 2025-02-11T03:30:00+00:00, 2025-02-11T04:00:00+00:00
0.068000, 2025-02-11T04:00:00+00:00, 2025-02-11T04:30:00+00:00
0.184000, 2025-02-11T04:30:00+00:00, 2025-02-11T05:00:00+00:00
0.232000, 2025-02-11T05:00:00+00:00, 2025-02-11T05:30:00+00:00
0.192000, 2025-02-11T05:30:00+00:00, 2025-02-11T06:00:00+00:00
0.127000, 2025-02-11T06:00:00+00:00, 2025-02-11T06:30:00+00:00
0.222000, 2025-02-11T06:30:00+00:00, 2025-02-11T07:00:00+00:00
0.377000, 2025-02-11T07:00:00+00:00, 2025-02-11T07:30:00+00:00
0.107000, 2025-02-11T07:30:00+00:00, 2025-02-11T08:00:00+00:00
0.238000, 2025-02-11T08:00:00+00:00, 2025-02-11T08:30:00+00:00
0.455000, 2025-02-11T08:30:00+00:00, 2025-02-11T09:00:00+00:00
0.207000, 2025-02-11T09:00:00+00:00, 2025-02-11T09:30:00+00:00
0.145000, 2025-02-11T09:30:00+00:00, 2025-02-11T10:00:00+00:00
0.170000, 2025-02-11T10:00:00+00:00, 2025-02-11T10:30:00+00:00
0.234000, 2025-02-11T10:30:00+00:00, 2025-02-11T11:00:00+00:00
0.346000, 2025-02-11T11:00:00+00:00, 2025-02-11T11:30:00+00:00
0.694000, 2025-02-11T11:30:00+00:00, 2025-02-11T12:00:00+00:00
0.788000, 2025-02-11T12:00:00+00:00, 2025-02-11T12:30:00+00:00
0.639000, 2025-02-11T12:30:00+00:00, 2025-02-11T13:00:00+00:00
0.890000, 2025-02-11T13:00:00+00:00, 2025-02-11T13:30:00+00:00
0.588000, 2025-02-11T13:30:00+00:00, 2025-02-11T14:00:00+00:00
0.844000, 2025-02-11T14:00:00+00:00, 2025-02-11T14:30:00+00:00
0.356000, 2025-02-11T14:30:00+00:00, 2025-02-11T15:00:00+00:00
0.589000, 2025-02-11T15:00:00+00:00, 2025-02-11T15:30:00+00:00
0.777000, 2025-02-11T15:30:00+00:00, 2025-02-11T16:00:00+00:00
0.398000, 2025-02-11T16:00:00+00:00, 2025-02-11T16:30:00+00:00
0.427000, 2025-02-11T16:30:00+00:00, 2025-02-11T17:00:00+00:00
0.415000, 2025-02-11T17:00:00+00:00, 2025-02-11T17:30:00+00:00
0.415000, 2025-02-11T17:30:00+00:00, 2025-02-11T18:00:00+00:00
0.450000, 2025-02-11T18:00:00+00:00, 2025-02-11T18:30:00+00:00
0.391000, 2025-02-11T18:30:00+00:00, 2025-02-11T19:00:00+00:00
1.026000, 2025-02-11T19:00:00+00:00, 2025-02-11T19:30:00+00:00
0.853000, 2025-02-11T19:30:00+00:00, 2025-02-11T20:00:00+00:00
0.435000, 2025-02-11T20:00:00+00:00, 2025-02-11T20:30:00+00:00
0.268000, 2025-02-11T20:30:00+00:00, 2025-02-11T21:00:00+00:00
0.323000, 2025-02-11T21:00:00+00:00, 2025-02-11T21:30:00+00:00
0.335000, 2025-02-11T21:30:00+00:00, 2025-02-11T22:00:00+00:00
0.257000, 2025-02-11T22:00:00+00:00, 2025-02-11T22:30:00+00:00
0.318000, 2025-02-11T22:30:00+00:00, 2025-02-11T23:00:00+00:00
0.168000, 2025-02-11T23:00:00+00:00, 2025-02-11T23:30:00+00:00
0.113000, 2025-02-11T23:30:00+00:00, 2025-02-12T00:00:00+00:00
0.188000, 2025-02-12T00:00:00+00:00, 2025-02-12T00:30:00+00:00
0.192000, 2025-02-12T00:30:00+00:00, 2025-02-12T01:00:00+00:00
0.074000, 2025-02-12T01:00:00+00:00, 2025-02-12T01:30:00+00:00
0.190000, 2025-02-12T01:30:00+00:00, 2025-02-12T02:00:00+00:00
0.193000, 2025-02-12T02:00:00+00:00, 2025-02-12T02:30:00+00:00
0.064000, 2025-02-12T02:30:00+00:00, 2025-02-12T03:00:00+00:00
0.194000, 2025-02-12T03:00:00+00:00, 2025-02-12T03:30:00+00:00
0.183000, 2025-02-12T03:30:00+00:00, 2025-02-12T04:00:00+00:00
0.067000, 2025-02-12T04:00:00+00:00, 2025-02-12T04:30:00+00:00
0.192000, 2025-02-12T04:30:00+00:00, 2025-02-12T05:00:00+00:00
0.224000, 2025-02-12T05:00:00+00:00, 2025-02-12T05:30:00+00:00
0.128000, 2025-02-12T05:30:00+00:00, 2025-02-12T06:00:00+00:00
0.208000, 2025-02-12T06:00:00+00:00, 2025-02-12T06:30:00+00:00
0.360000, 2025-02-12T06:30:00+00:00, 2025-02-12T07:00:00+00:00
0.336000, 2025-02-12T07:00:00+00:00, 2025-02-12T07:30:00+00:00
0.212000, 2025-02-12T07:30:00+00:00, 2025-02-12T08:00:00+00:00
0.825000, 2025-02-12T08:00:00+00:00, 2025-02-12T08:30:00+00:00
0.232000, 2025-02-12T08:30:00+00:00, 2025-02-12T09:00:00+00:00
0.537000, 2025-02-12T09:00:00+00:00, 2025-02-12T09:30:00+00:00
0.374000, 2025-02-12T09:30:00+00:00, 2025-02-12T10:00:00+00:00
0.247000, 2025-02-12T10:00:00+00:00, 2025-02-12T10:30:00+00:00
0.611000, 2025-02-12T10:30:00+00:00, 2025-02-12T11:00:00+00:00
0.851000, 2025-02-12T11:00:00+00:00, 2025-02-12T11:30:00+00:00
1.078000, 2025-02-12T11:30:00+00:00, 2025-02-12T12:00:00+00:00
0.033000, 2025-02-12T12:00:00+00:00, 2025-02-12T12:30:00+00:00
1.159000, 2025-02-12T12:30:00+00:00, 2025-02-12T13:00:00+00:00
1.193000, 2025-02-12T13:00:00+00:00, 2025-02-12T13:30:00+00:00
1.195000, 2025-02-12T13:30:00+00:00, 2025-02-12T14:00:00+00:00
1.218000, 2025-02-12T14:00:00+00:00, 2025-02-12T14:30:00+00:00
0.983000, 2025-02-12T14:30:00+00:00, 2025-02-12T15:00:00+00:00
0.873000, 2025-02-12T15:00:00+00:00, 2025-02-12T15:30:00+00:00
0.620000, 2025-02-12T15:30:00+00:00, 2025-02-12T16:00:00+00:00
0.416000, 2025-02-12T16:00:00+00:00, 2025-02-12T16:30:00+00:00
0.249000, 2025-02-12T16:30:00+00:00, 2025-02-12T17:00:00+00:00
0.248000, 2025-02-12T17:00:00+00:00, 2025-02-12T17:30:00+00:00
0.333000, 2025-02-12T17:30:00+00:00, 2025-02-12T18:00:00+00:00
0.909000, 2025-02-12T18:00:00+00:00, 2025-02-12T18:30:00+00:00
1.075000, 2025-02-12T18:30:00+00:00, 2025-02-12T19:00:00+00:00
0.787000, 2025-02-12T19:00:00+00:00, 2025-02-12T19:30:00+00:00
0.622000, 2025-02-12T19:30:00+00:00, 2025-02-12T20:00:00+00:00
0.768000, 2025-02-12T20:00:00+00:00, 2025-02-12T20:30:00+00:00
0.564000, 2025-02-12T20:30:00+00:00, 2025-02-12T21:00:00+00:00
0.362000, 2025-02-12T21:00:00+00:00, 2025-02-12T21:30:00+00:00
0.352000, 2025-02-12T21:30:00+00:00, 2025-02-12T22:00:00+00:00
0.437000, 2025-02-12T22:00:00+00:00, 2025-02-12T22:30:00+00:00
0.259000, 2025-02-12T22:30:00+00:00, 2025-02-12T23:00:00+00:00
0.098000, 2025-02-12T23:00:00+00:00, 2025-02-12T23:30:00+00:00
0.214000, 2025-02-12T23:30:00+00:00, 2025-02-13T00:00:00+00:00
0.213000, 2025-02-13T00:00:00+00:00, 2025-02-13T00:30:00+00:00
0.086000, 2025-02-13T00:30:00+00:00, 2025-02-13T01:00:00+00:00
0.214000, 2025-02-13T01:00:00+00:00, 2025-02-13T01:30:00+00:00
0.203000, 2025-02-13T01:30:00+00:00, 2025-02-13T02:00:00+00:00
0.089000, 2025-02-13T02:00:00+00:00, 2025-02-13T02:30:00+00:00
0.207000, 2025-02-13T02:30:00+00:00, 2025-02-13T03:00:00+00:00
0.210000, 2025-02-13T03:00:00+00:00, 2025-02-13T03:30:00+00:00
0.088000, 2025-02-13T03:30:00+00:00, 2025-02-13T04:00:00+00:00
0.207000, 2025-02-13T04:00:00+00:00, 2025-02-13T04:30:00+00:00
0.208000, 2025-02-13T04:30:00+00:00, 2025-02-13T05:00:00+00:00
0.087000, 2025-02-13T05:00:00+00:00, 2025-02-13T05:30:00+00:00
0.254000, 2025-02-13T05:30:00+00:00, 2025-02-13T06:00:00+00:00
0.247000, 2025-02-13T06:00:00+00:00, 2025-02-13T06:30:00+00:00
0.126000, 2025-02-13T06:30:00+00:00, 2025-02-13T07:00:00+00:00
0.527000, 2025-02-13T07:00:00+00:00, 2025-02-13T07:30:00+00:00
0.398000, 2025-02-13T07:30:00+00:00, 2025-02-13T08:00:00+00:00
0.218000, 2025-02-13T08:00:00+00:00, 2025-02-13T08:30:00+00:00
0.271000, 2025-02-13T08:30:00+00:00, 2025-02-13T09:00:00+00:00
0.233000, 2025-02-13T09:00:00+00:00, 2025-02-13T09:30:00+00:00
0.153000, 2025-02-13T09:30:00+00:00, 2025-02-13T10:00:00+00:00
0.041000, 2025-02-13T10:00:00+00:00, 2025-02-13T10:30:00+00:00
0.209000, 2025-02-13T10:30:00+00:00, 2025-02-13T11:00:00+00:00
0.162000, 2025-02-13T11:00:00+00:00, 2025-02-13T11:30:00+00:00
0.075000, 2025-02-13T11:30:00+00:00, 2025-02-13T12:00:00+00:00
0.209000, 2025-02-13T12:00:00+00:00, 2025-02-13T12:30:00+00:00
0.184000, 2025-02-13T12:30:00+00:00, 2025-02-13T13:00:00+00:00
0.727000, 2025-02-13T13:00:00+00:00, 2025-02-13T13:30:00+00:00
0.698000, 2025-02-13T13:30:00+00:00, 2025-02-13T14:00:00+00:00
0.303000, 2025-02-13T14:00:00+00:00, 2025-02-13T14:30:00+00:00
0.375000, 2025-02-13T14:30:00+00:00, 2025-02-13T15:00:00+00:00
0.435000, 2025-02-13T15:00:00+00:00, 2025-02-13T15:30:00+00:00
0.473000, 2025-02-13T15:30:00+00:00, 2025-02-13T16:00:00+00:00
0.396000, 2025-02-13T16:00:00+00:00, 2025-02-13T16:30:00+00:00
0.603000, 2025-02-13T16:30:00+00:00, 2025-02-13T17:00:00+00:00
0.929000, 2025-02-13T17:00:00+00:00, 2025-02-13T17:30:00+00:00
0.790000, 2025-02-13T17:30:00+00:00, 2025-02-13T18:00:00+00:00
0.806000, 2025-02-13T18:00:00+00:00, 2025-02-13T18:30:00+00:00
0.376000, 2025-02-13T18:30:00+00:00, 2025-02-13T19:00:00+00:00
0.306000, 2025-02-13T19:00:00+00:00, 2025-02-13T19:30:00+00:00
0.207000, 2025-02-13T19:30:00+00:00, 2025-02-13T20:00:00+00:00
1.111000, 2025-02-13T20:00:00+00:00, 2025-02-13T20:30:00+00:00
1.751000, 2025-02-13T20:30:00+00:00, 2025-02-13T21:00:00+00:00
1.830000, 2025-02-13T21:00:00+00:00, 2025-02-13T21:30:00+00:00
1.553000, 2025-02-13T21:30:00+00:00, 2025-02-13T22:00:00+00:00
1.435000, 2025-02-13T22:00:00+00:00, 2025-02-13T22:30:00+00:00
1.040000, 2025-02-13T22:30:00+00:00, 2025-02-13T23:00:00+00:00
0.740000, 2025-02-13T23:00:00+00:00, 2025-02-13T23:30:00+00:00
0.460000, 2025-02-13T23:30:00+00:00, 2025-02-14T00:00:00+00:00
0.100000, 2025-02-14T00:00:00+00:00, 2025-02-14T00:30:00+00:00
0.178000, 2025-02-14T00:30:00+00:00, 2025-02-14T01:00:00+00:00
0.231000, 2025-02-14T01:00:00+00:00, 2025-02-14T01:30:00+00:00
0.200000, 2025-02-14T01:30:00+00:00, 2025-02-14T02:00:00+00:00
0.066000, 2025-02-14T02:00:00+00:00, 2025-02-14T02:30:00+00:00
0.192000, 2025-02-14T02:30:00+00:00, 2025-02-14T03:00:00+00:00
0.180000, 2025-02-14T03:00:00+00:00, 2025-02-14T03:30:00+00:00
0.109000, 2025-02-14T03:30:00+00:00, 2025-02-14T04:00:00+00:00
0.143000, 2025-02-14T04:00:00+00:00, 2025-02-14T04:30:00+00:00
0.185000, 2025-02-14T04:30:00+00:00, 2025-02-14T05:00:00+00:00
0.190000, 2025-02-14T05:00:00+00:00, 2025-02-14T05:30:00+00:00
0.100000, 2025-02-14T05:30:00+00:00, 2025-02-14T06:00:00+00:00
0.219000, 2025-02-14T06:00:00+00:00, 2025-02-14T06:30:00+00:00
0.212000, 2025-02-14T06:30:00+00:00, 2025-02-14T07:00:00+00:00
0.435000, 2025-02-14T07:00:00+00:00, 2025-02-14T07:30:00+00:00
0.186000, 2025-02-14T07:30:00+00:00, 2025-02-14T08:00:00+00:00
0.233000, 2025-02-14T08:00:00+00:00, 2025-02-14T08:30:00+00:00
0.167000, 2025-02-14T08:30:00+00:00, 2025-02-14T09:00:00+00:00
0.234000, 2025-02-14T09:00:00+00:00, 2025-02-14T09:30:00+00:00
0.033000, 2025-02-14T09:30:00+00:00, 2025-02-14T10:00:00+00:00
0.167000, 2025-02-14T10:00:00+00:00, 2025-02-14T10:30:00+00:00
0.134000, 2025-02-14T10:30:00+00:00, 2025-02-14T11:00:00+00:00
0.002000, 2025-02-14T11:00:00+00:00, 2025-02-14T11:30:00+00:00
0.095000, 2025-02-14T11:30:00+00:00, 2025-02-14T12:00:00+00:00
0.082000, 2025-02-14T12:00:00+00:00, 2025-02-14T12:30:00+00:00
0.055000, 2025-02-14T12:30:00+00:00, 2025-02-14T13:00:00+00:00
0.049000, 2025-02-14T13:00:00+00:00, 2025-02-14T13:30:00+00:00
0.090000, 2025-02-14T13:30:00+00:00, 2025-02-14T14:00:00+00:00
0.155000, 2025-02-14T14:00:00+00:00, 2025-02-14T14:30:00+00:00
0.173000, 2025-02-14T14:30:00+00:00, 2025-02-14T15:00:00+00:00
0.463000, 2025-02-14T15:00:00+00:00, 2025-02-14T15:30:00+00:00
